time,gyrX,gyrY,gyrZ,accX,accY,accZ,Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
8939,0,-1.125,-0.75,-0.06591797,0.01123047,0.9711914,0.1865234,0.3417969,-0.03759766
8941,0.25,-3.0625,-0.875,-0.05419922,0.02685547,0.9125977,0.1865234,0.3417969,-0.03759766
8942,-0.125,-3.1875,-1.125,-0.07373047,0.01513672,1.017578,0.1865234,0.3417969,-0.03759766
8944,1.25,-4.0625,-0.9375,-0.05810547,0.007324219,1.001953,0.1850586,0.3359375,-0.04736328
8945,0.125,-2.5625,-1.125,-0.03466797,0.02294922,1.013672,0.1850586,0.3359375,-0.04736328
8947,0.1875,-3.6875,-0.75,-0.01513672,0.01513672,0.9360352,0.1850586,0.3359375,-0.04736328
8950,-0.0625,-4,-1.3125,-0.003417969,0.03857422,0.9399414,0.1767578,0.3383789,-0.04052734
8952,0.125,-4.0625,-1.5,-0.01123047,0.03466797,0.9633789,0.1767578,0.3383789,-0.04052734
8953,0,-3.5625,-1.75,-0.003417969,0,0.9672852,0.1767578,0.3383789,-0.04052734
8955,0.1875,-4.125,-2,-0.03466797,0.01513672,0.9399414,0.1767578,0.3383789,-0.04052734
8956,0.625,-4.4375,-1.875,-0.003417969,-0.01123047,0.9750977,0.1826172,0.3427734,-0.04345703
8958,-1.125,-3.25,-1.625,-0.03076172,-0.003417969,0.9282227,0.1826172,0.3427734,-0.04345703
8959,0.625,-2.1875,-1.6875,-0.03466797,0.007324219,0.9165039,0.1826172,0.3427734,-0.04345703
8961,-1,-2,-1.1875,-0.08544922,-0.003417969,0.9946289,0.1806641,0.3383789,-0.05175781
8962,0.4375,-2.125,-1.125,-0.05029297,0.01123047,0.9321289,0.1806641,0.3383789,-0.05175781
8964,-0.875,-0.625,-0.875,-0.003417969,0.007324219,0.9321289,0.1806641,0.3383789,-0.05175781
8965,0.3125,0.4375,-0.75,0.01513672,0.05029297,0.9086914,0.1757813,0.3408203,-0.0390625
8967,1.375,1.5625,-1.125,0.02685547,0.05029297,0.8618164,0.1757813,0.3408203,-0.0390625
8968,1.1875,3.375,-1.125,0.03857422,0.01123047,0.8696289,0.1757813,0.3408203,-0.0390625
8970,2.125,3.25,-1.6875,0.02294922,0.01513672,0.9711914,0.1757813,0.3408203,-0.0390625
8971,3.4375,4.0625,-2.125,0.01513672,0.01513672,1.017578,0.1816406,0.3408203,-0.04882813
8973,3.25,4.375,-2.125,0.003417969,0.007324219,0.9985352,0.1816406,0.3408203,-0.04882813
8974,4.5625,5.75,-2.3125,0.01513672,0.03466797,0.9086914,0.1816406,0.3408203,-0.04882813
8976,5.375,6.5,-2.6875,0.02685547,0.03466797,0.8930664,0.1875,0.3334961,-0.04199219
8977,5.75,7.5,-2.5,0.01904297,0.02685547,0.9008789,0.1875,0.3334961,-0.04199219
8979,7.6875,7.8125,-3.125,-0.02685547,0,0.8618164,0.1875,0.3334961,-0.04199219
8980,6.375,9.125,-3.4375,0.007324219,0.01513672,0.9399414,0.1865234,0.3408203,-0.04589844
8982,7.3125,7.5625,-3.6875,-0.06982422,0.003417969,0.9750977,0.1865234,0.3408203,-0.04589844
8983,6.5,6.75,-3.3125,-0.03857422,0.01123047,1.009766,0.1865234,0.3408203,-0.04589844
8985,7.1875,8.125,-3.6875,-0.05810547,-0.01123047,1.017578,0.1865234,0.3408203,-0.04589844
8986,7.375,8.0625,-2.625,-0.04248047,0,0.9985352,0.1865234,0.3408203,-0.04052734
8988,5.75,8.5625,-2.5,-0.05419922,-0.007324219,0.9555664,0.1865234,0.3408203,-0.04052734
8989,7.0625,7.5625,-2.75,-0.05029297,0.01513672,0.9907227,0.1865234,0.3408203,-0.04052734
8991,5.625,7.25,-2.6875,-0.02685547,0.01513672,0.9868164,0.1884766,0.3408203,-0.03759766
8992,6.625,6.5625,-2.3125,-0.01123047,0.03857422,0.9438477,0.1884766,0.3408203,-0.03759766
8994,5.4375,6.5625,-2.375,-0.03076172,0.02685547,0.9946289,0.1884766,0.3408203,-0.03759766
8995,5.9375,5.125,-2.3125,0.003417969,0.03076172,1.033203,0.1875,0.3359375,-0.03613281
8997,4.6875,7.1875,-2.375,0.02294922,0.05810547,0.8618164,0.1875,0.3359375,-0.03613281
8998,7.375,7.5,-2.5625,-0.003417969,0,0.8813477,0.1875,0.3359375,-0.03613281
9000,1.875,6.3125,-2.125,-0.05419922,0.01123047,1.048828,0.1875,0.3359375,-0.03613281
9001,6.6875,3.375,-2.75,-0.03857422,0.05810547,1.013672,0.1875,0.3359375,-0.03613281
9003,3.25,6.9375,-1.9375,0.003417969,-0.01123047,1.005859,0.1875,0.3359375,-0.03613281
9004,5.125,5.0625,-2.5,-0.06982422,0.03857422,0.9360352,0.1875,0.3359375,-0.03613281
9006,4.5625,3.5,-2,-0.1088867,0.01123047,1.025391,0.1816406,0.3374023,-0.03076172
9007,4.375,3.0625,-2.3125,-0.1206055,0.003417969,1.072266,0.1816406,0.3374023,-0.03076172
9009,3.875,4.125,-1.375,-0.06591797,-0.01513672,0.9829102,0.1816406,0.3374023,-0.03076172
9010,4.6875,2.375,-0.625,-0.1362305,0.003417969,1.044922,0.1875,0.3334961,-0.01708984
9012,2.875,1.0625,0,-0.1245117,0.03076172,1.037109,0.1875,0.3334961,-0.01708984
9013,4.4375,2,0.5625,-0.04248047,-0.01123047,0.9204102,0.1875,0.3334961,-0.01708984
9015,5.25,0.625,0.875,-0.05419922,-0.01123047,0.9633789,0.1875,0.3334961,-0.01708984
9016,3.1875,-0.9375,1.1875,-0.06201172,0.05029297,0.9907227,0.1875,0.3334961,-0.01708984
9018,4.875,0.4375,0.75,0.01904297,0.03076172,0.9633789,0.1875,0.3334961,-0.01708984
9019,3.9375,-0.9375,0.6875,-0.003417969,0.06201172,0.9711914,0.1875,0.3334961,-0.01708984
9021,4.5,-5.25,0.9375,0,0.06201172,0.9829102,0.1806641,0.3291016,-0.02392578
9022,3.6875,-6,0.25,0.03076172,0.02685547,0.9829102,0.1806641,0.3291016,-0.02392578
9024,6.1875,-8.875,-0.25,0.02685547,0.05029297,1.009766,0.1806641,0.3291016,-0.02392578
9025,3.625,-10.875,-1.5625,0.01513672,0.06201172,1.017578,0.1850586,0.3325195,-0.02246094
9027,6.4375,-12.5625,-2.625,0.05029297,0.05029297,0.9711914,0.1850586,0.3325195,-0.02246094
9028,5.875,-14.25,-3.375,0.03857422,0.003417969,1.025391,0.1850586,0.3325195,-0.02246094
9030,6.6875,-16.5625,-3.5,-0.03076172,0.05029297,1.052734,0.1884766,0.3359375,-0.015625
9031,8.625,-18.25,-4.875,-0.01123047,0.06982422,0.9868164,0.1884766,0.3359375,-0.015625
9033,7.5,-20.1875,-5.4375,-0.01513672,0.02294922,1.005859,0.1884766,0.3359375,-0.015625
9034,10.875,-20.8125,-6.125,-0.06201172,0.01123047,1.001953,0.1884766,0.3359375,-0.015625
9036,11.4375,-21.8125,-9,-0.08935547,0.05419922,0.9282227,0.190918,0.3359375,-0.02539063
9037,13.6875,-27.1875,-10.375,-0.08544922,0.05419922,0.9047852,0.190918,0.3359375,-0.02539063
9039,12,-29.3125,-10.375,-0.06201172,0.01904297,0.9946289,0.190918,0.3359375,-0.02539063
9040,13.625,-29.5,-10.4375,-0.1362305,0.003417969,1.056641,0.184082,0.331543,-0.03222656
9042,13.375,-36.8125,-11.75,-0.1010742,0.05810547,1.013672,0.184082,0.331543,-0.03222656
9043,16,-40.1875,-14.375,-0.003417969,0.07373047,0.9165039,0.184082,0.331543,-0.03222656
9045,15.4375,-42.375,-15.375,-0.01513672,-0.003417969,0.9868164,0.1875,0.3300781,-0.02929688
9047,14.875,-40.5,-12.875,0,-0.01123047,1.021484,0.1875,0.3300781,-0.02929688
9049,10.4375,-37,-11.625,0.1010742,-0.02294922,1.048828,0.1875,0.3300781,-0.02929688
9050,11.3125,-31.25,-12.125,0.2573242,-0.01123047,1.029297,0.1875,0.3300781,-0.02929688
9052,11.875,-21.125,-13.8125,0.2729492,-0.04248047,1.021484,0.190918,0.3325195,-0.04052734
9053,10.125,-8.625,-14,0.2729492,-0.1049805,1.037109,0.190918,0.3325195,-0.04052734
9055,13.625,4.5,-14.4375,0.3935547,-0.08935547,0.9985352,0.190918,0.3325195,-0.04052734
9056,15.625,33.0625,-21.25,0.4990234,-0.112793,1.189453,0.1826172,0.3427734,-0.03222656
9058,27.3125,72.375,-32.6875,0.5107422,-0.128418,1.376465,0.1826172,0.3427734,-0.03222656
9059,31,122.375,-48.4375,0.2026367,-0.07373047,1.395996,0.1826172,0.3427734,-0.03222656
9061,27.5,163.625,-59.625,-0.01513672,0.01513672,1.505371,0.1967773,0.3349609,-0.04345703
9062,29.3125,212.125,-62.9375,0.4208984,-0.06201172,1.80957,0.1967773,0.3349609,-0.04345703
9064,39.5,302.4375,-65.375,0.7524414,-0.206543,1.68457,0.1967773,0.3349609,-0.04345703
9065,34.5,407.1875,-64.9375,0.9907227,-0.4365234,1.891602,0.1967773,0.3349609,-0.04345703
9067,44.25,522.25,-52.625,0.3701172,-0.9086914,2.117676,0.1967773,0.3349609,-0.04345703
9068,58.8125,620.5625,-42.25,-0.05419922,-1.080078,2.090332,0.1967773,0.3349609,-0.04345703
9070,62.3125,689.6875,-45.4375,-0.7915039,-1.356934,2.737793,0.1967773,0.3349609,-0.04345703
9071,106.125,690.375,-52.6875,-0.9008789,-1.232422,3.104492,0.2016602,0.3408203,-0.03759766
9073,119.1875,705.4375,-58.3125,-0.5146484,-0.1635742,2.827637,0.2016602,0.3408203,-0.03759766
9074,71.4375,718.0625,-70.875,-0.9633789,0.1831055,2.230957,0.2016602,0.3408203,-0.03759766
9076,-7.6875,544.75,-78.6875,-4.387695,-0.1010742,2.5625,0.2167969,0.3359375,-0.04589844
9077,15,311.5625,-106,-4.063965,0.3198242,2.262207,0.2167969,0.3359375,-0.04589844
9079,-36.9375,109.125,-131.4375,-3.479004,0.4990234,2.187988,0.2167969,0.3359375,-0.04589844
9080,-75.8125,-26.4375,-137,-2.203613,0.1870117,2.589844,0.2167969,0.3359375,-0.04589844
9082,-64.5,-83.75,-138.3125,-1.649902,0.1479492,2.558594,0.2167969,0.3359375,-0.04589844
9083,-47.9375,-109,-142.875,-1.052734,0.1518555,2.546875,0.2167969,0.3359375,-0.04589844
9085,-38.6875,-118.0625,-142,-0.9243164,0.2260742,2.074707,0.2167969,0.3359375,-0.04589844
9086,-45.75,-115.125,-136.25,-0.7290039,0.3623047,1.478027,0.1943359,0.3710938,-0.1328125
9088,-57.6875,-97.875,-130.3125,-0.6665039,0.3935547,1.279297,0.1943359,0.3710938,-0.1328125
9089,-67.8125,-71.25,-123.9375,-0.5771484,0.3857422,0.9282227,0.1943359,0.3710938,-0.1328125
9091,-78.375,-44.6875,-118.75,-0.5146484,0.2456055,0.7524414,0.1791992,0.387207,-0.1704102
9092,-80.3125,-13.5,-115.5625,-0.3740234,0.2456055,0.6743164,0.1791992,0.387207,-0.1704102
9094,-77.0625,15.6875,-114.5,-0.269043,0.1245117,0.6123047,0.1791992,0.387207,-0.1704102
9095,-70,42.125,-113.375,-0.2456055,0.08154297,0.5849609,0.1655273,0.4033203,-0.2050781
9097,-64.625,61.3125,-112.9375,-0.2612305,0.09716797,0.6396484,0.1655273,0.4033203,-0.2050781
9098,-58.6875,75.25,-113.5,-0.2885742,0.07763672,0.7368164,0.1655273,0.4033203,-0.2050781
9100,-51.1875,84.5,-115,-0.2573242,0.04638672,0.9008789,0.1655273,0.4033203,-0.2050781
9101,-41.8125,92.375,-116.25,-0.2299805,0.01513672,0.9985352,0.1674805,0.4116211,-0.2231445
9103,-32.5625,96.9375,-119.4375,-0.1635742,0.03076172,1.087891,0.1674805,0.4116211,-0.2231445
9104,-25.25,97.6875,-121.6875,-0.1206055,0.05810547,1.208984,0.1674805,0.4116211,-0.2231445
9106,-16.75,95,-122.875,-0.04248047,0.08544922,1.248047,0.1547852,0.421875,-0.2387695
9107,-10.125,89,-124.6875,0.03466797,0.1088867,1.364746,0.1547852,0.421875,-0.2387695
9109,-5.5,82.75,-126,0.05029297,0.1791992,1.435059,0.1547852,0.421875,-0.2387695
9110,-1.875,72.8125,-126.125,0.112793,0.2026367,1.462402,0.1455078,0.4287109,-0.2680664
9112,0.4375,59.875,-125.625,0.1518555,0.2651367,1.435059,0.1455078,0.4287109,-0.2680664
9113,2.3125,43.0625,-124.8125,0.1635742,0.3237305,1.36084,0.1455078,0.4287109,-0.2680664
9115,0.1875,24.375,-123.5,0.222168,0.3779297,1.333496,0.1455078,0.4287109,-0.2680664
9116,-3.5625,4.3125,-120.375,0.2768555,0.4169922,1.181641,0.1337891,0.4345703,-0.2900391
9118,-6.375,-11.9375,-118.5625,0.2885742,0.4443359,1.052734,0.1337891,0.4345703,-0.2900391
9119,-10.1875,-24.375,-115,0.3896484,0.4560547,0.9829102,0.1337891,0.4345703,-0.2900391
9121,-12.25,-33.125,-111.3125,0.4404297,0.4755859,0.8305664,0.1269531,0.4345703,-0.3178711
9122,-16.4375,-37.5625,-107.4375,0.4873047,0.4599609,0.7016602,0.1269531,0.4345703,-0.3178711
9124,-18.25,-39.3125,-104.625,0.5302734,0.4443359,0.6396484,0.1269531,0.4345703,-0.3178711
9125,-17.8125,-38.25,-99.5625,0.5693359,0.4326172,0.5810547,0.109375,0.4428711,-0.3364258
9127,-14.5,-37.125,-97.25,0.5927734,0.4130859,0.5537109,0.109375,0.4428711,-0.3364258
9128,-9.875,-34.5625,-97.5625,0.6240234,0.3974609,0.5146484,0.109375,0.4428711,-0.3364258
9130,-4.5625,-33.25,-96.25,0.6005859,0.4130859,0.5146484,0.109375,0.4428711,-0.3364258
9131,0.4375,-34.125,-92.6875,0.5927734,0.4130859,0.5068359,0.09912109,0.4462891,-0.3530273
9133,6.5,-38.5625,-89.875,0.5927734,0.4404297,0.5068359,0.09912109,0.4462891,-0.3530273
9134,11.25,-43,-87.1875,0.5732422,0.4638672,0.5224609,0.09912109,0.4462891,-0.3530273
9136,16.0625,-49.75,-85.375,0.6005859,0.4638672,0.4482422,0.09082031,0.4545898,-0.3666992
9137,18.375,-56.9375,-82.1875,0.6083984,0.5498047,0.3974609,0.09082031,0.4545898,-0.3666992
9139,20.3125,-62,-78.625,0.6396484,0.5654297,0.3388672,0.09082031,0.4545898,-0.3666992
9140,22.25,-68.25,-74.9375,0.6513672,0.5693359,0.3198242,0.07666016,0.453125,-0.3852539
9142,21.1875,-70.75,-70.25,0.6630859,0.6162109,0.2885742,0.07666016,0.453125,-0.3852539
9144,20.875,-74.125,-65.4375,0.6630859,0.6318359,0.2416992,0.07666016,0.453125,-0.3852539
9146,20.8125,-75,-61,0.6704102,0.6044922,0.237793,0.07666016,0.453125,-0.3852539
9147,22.375,-75.125,-55.9375,0.6782227,0.6201172,0.1987305,0.07666016,0.453125,-0.3852539
9149,24.1875,-80.125,-51.1875,0.6591797,0.5732422,0.1831055,0.07666016,0.453125,-0.3852539
9150,25.875,-79.4375,-46.9375,0.6704102,0.5810547,0.1713867,0.07666016,0.453125,-0.3852539
9152,29,-81.8125,-42.5625,0.6821289,0.5458984,0.1635742,0.05371094,0.4453125,-0.4199219
9153,33,-84.1875,-38.625,0.6899414,0.4951172,0.237793,0.05371094,0.4453125,-0.4199219
9155,38.5625,-83.5625,-35.125,0.6821289,0.4873047,0.2260742,0.05371094,0.4453125,-0.4199219
9156,43.6875,-83.375,-32.125,0.6704102,0.4365234,0.2963867,0.03857422,0.4555664,-0.440918
9158,49.1875,-85.4375,-28.4375,0.6591797,0.4208984,0.3583984,0.03857422,0.4555664,-0.440918
9159,55.125,-87.375,-25.6875,0.6396484,0.4091797,0.4052734,0.03857422,0.4555664,-0.440918
9161,61,-91.875,-22.5625,0.6201172,0.4091797,0.4677734,0.03613281,0.4453125,-0.4741211
9162,64.6875,-96.375,-19.75,0.5810547,0.3818359,0.5107422,0.03613281,0.4453125,-0.4741211
9164,68.9375,-102.25,-16.4375,0.5771484,0.3701172,0.5576172,0.03613281,0.4453125,-0.4741211
9165,72.375,-108.75,-12.8125,0.5224609,0.4013672,0.5771484,0.03613281,0.4453125,-0.4741211
9167,74.625,-115.125,-7.9375,0.5107422,0.3896484,0.6435547,0.0234375,0.4487305,-0.5024414
9168,78.4375,-122.125,-4.25,0.5029297,0.3779297,0.6435547,0.0234375,0.4487305,-0.5024414
9170,79.375,-127.375,-0.25,0.5107422,0.3583984,0.7016602,0.0234375,0.4487305,-0.5024414
9171,83.4375,-131.0625,4.1875,0.4990234,0.3276367,0.7641602,-0.0009765625,0.4428711,-0.5356445
9173,86.625,-136,8.6875,0.4677734,0.2729492,0.7563477,-0.0009765625,0.4428711,-0.5356445
9174,88.625,-141.6875,12.25,0.4091797,0.2338867,0.7797852,-0.0009765625,0.4428711,-0.5356445
9176,91.625,-147.4375,15.5625,0.3740234,0.1518555,0.7602539,-0.03125,0.4301758,-0.5634766
9177,92.1875,-154.25,18.5,0.3081055,0.1166992,0.7446289,-0.03125,0.4301758,-0.5634766
9179,94.3125,-160.0625,20.375,0.2729492,0.05810547,0.7329102,-0.03125,0.4301758,-0.5634766
9180,96.3125,-163.5,21.1875,0.284668,-0.01904297,0.7563477,-0.03125,0.4301758,-0.5634766
9182,98.375,-165.625,22.3125,0.2651367,-0.02294922,0.7329102,-0.07763672,0.4116211,-0.597168
9183,100.1875,-166.9375,23.25,0.175293,-0.04638672,0.7368164,-0.07763672,0.4116211,-0.597168
9185,99.75,-168.0625,24.8125,0.1518555,-0.04638672,0.7368164,-0.07763672,0.4116211,-0.597168
9186,98.8125,-169.3125,26.375,0.1088867,-0.04638672,0.7563477,-0.1230469,0.4023438,-0.6206055
9188,97.5625,-172.25,27.6875,0.03466797,-0.01904297,0.7602539,-0.1230469,0.4023438,-0.6206055
9189,96.3125,-173.8125,30.375,-0.007324219,0.003417969,0.7602539,-0.1230469,0.4023438,-0.6206055
9191,94.875,-173.75,33.25,-0.08935547,-0.03857422,0.7446289,-0.1835938,0.3803711,-0.6318359
9192,92.1875,-173.5625,35.875,-0.128418,-0.03466797,0.7563477,-0.1835938,0.3803711,-0.6318359
9194,91.875,-172,38.625,-0.1362305,-0.06201172,0.7680664,-0.1835938,0.3803711,-0.6318359
9195,89.1875,-167.875,40.5625,-0.175293,-0.1166992,0.7836914,-0.1835938,0.3803711,-0.6318359
9197,87.0625,-163.1875,41.875,-0.2456055,-0.1713867,0.8344727,-0.2509766,0.3671875,-0.6484375
9198,85.5,-158.8125,43.625,-0.3041992,-0.222168,0.8969727,-0.2509766,0.3671875,-0.6484375
9200,82.3125,-156.375,44.1875,-0.4052734,-0.2573242,0.9243164,-0.2509766,0.3671875,-0.6484375
9201,82.5,-154.5,43.1875,-0.4833984,-0.300293,0.9711914,-0.3022461,0.3486328,-0.6347656
9203,78.5,-153,43.125,-0.5458984,-0.3349609,0.9985352,-0.3022461,0.3486328,-0.6347656
9204,73.9375,-151.3125,41.6875,-0.6357422,-0.4052734,1.029297,-0.3022461,0.3486328,-0.6347656
9206,70.6875,-149.9375,39.8125,-0.7055664,-0.4521484,1.056641,-0.355957,0.3417969,-0.6279297
9207,66.25,-146.5,36.8125,-0.7524414,-0.4951172,1.076172,-0.355957,0.3417969,-0.6279297
9209,61.8125,-143.25,33.375,-0.8422852,-0.5185547,1.115234,-0.355957,0.3417969,-0.6279297
9210,57.1875,-140.1875,30,-0.9829102,-0.4990234,1.087891,-0.355957,0.3417969,-0.6279297
9212,52.0625,-138.5,27.5625,-1.017578,-0.4990234,1.087891,-0.355957,0.3417969,-0.6279297
9213,46.875,-136.875,24.375,-1.134766,-0.5107422,1.068359,-0.355957,0.3417969,-0.6279297
9215,43.3125,-133.25,21.4375,-1.224609,-0.5029297,0.9868164,-0.355957,0.3417969,-0.6279297
9216,38.3125,-128.4375,18.9375,-1.259766,-0.5068359,0.9243164,-0.4482422,0.3222656,-0.5913086
9218,34.875,-123.5,16.375,-1.337402,-0.4833984,0.8110352,-0.4482422,0.3222656,-0.5913086
9219,29.875,-117.5625,13.5625,-1.384277,-0.4677734,0.6513672,-0.4482422,0.3222656,-0.5913086
9221,26.375,-108.8125,11.375,-1.399902,-0.4287109,0.5615234,-0.4785156,0.3173828,-0.5830078
9222,22.5625,-96.0625,9.6875,-1.42334,-0.3974609,0.4560547,-0.4785156,0.3173828,-0.5830078
9224,19.875,-79.3125,8.125,-1.42334,-0.3701172,0.3623047,-0.4785156,0.3173828,-0.5830078
9225,17.875,-64.6875,6.25,-1.442871,-0.3349609,0.2963867,-0.4785156,0.3173828,-0.5830078
9227,16.8125,-51.4375,4.875,-1.470215,-0.2963867,0.1557617,-0.4785156,0.3173828,-0.5830078
9228,14.9375,-38.8125,3,-1.513184,-0.2495117,-0.06201172,-0.4785156,0.3173828,-0.5830078
9230,15,-28.125,1.0625,-1.493652,-0.2416992,-0.1245117,-0.4785156,0.3173828,-0.5830078
9231,14.875,-13.1875,-0.5,-1.474121,-0.2182617,-0.2885742,-0.5297852,0.3164063,-0.5703125
9233,16.3125,5,-1.3125,-1.466309,-0.175293,-0.4130859,-0.5297852,0.3164063,-0.5703125
9234,12.75,33.4375,-14.4375,-1.711914,-0.1713867,-0.4638672,-0.5297852,0.3164063,-0.5703125
9236,12.1875,83.25,30.5,-1.973633,0.1362305,-1.189453,-0.543457,0.3081055,-0.5874023
9237,-198.8125,217.8125,57.8125,-1.060547,0.8579102,-0.9165039,-0.543457,0.3081055,-0.5874023
9239,-181.4375,264.875,28.3125,-1.349121,-0.1245117,-0.6591797,-0.543457,0.3081055,-0.5874023
9241,-162.0625,200.625,52.375,-0.3857422,0.2143555,0.1635742,-0.5107422,0.328125,-0.6279297
9243,-155.875,207.1875,121.6875,0.07373047,1.532715,1.208984,-0.5107422,0.328125,-0.6279297
9244,-407.9375,323.375,146.5625,0.1987305,2.14502,1.676758,-0.5107422,0.328125,-0.6279297
9246,-478.5,304.75,46.5625,1.232422,-0.5849609,4.852051,-0.5107422,0.328125,-0.6279297
9247,-56.4375,251.75,-117.8125,-0.01904297,-6.712402,7.84375,-0.4760742,0.3730469,-0.6625977
9249,170.4375,-50.1875,-62.125,-3.654785,-3.908203,7.84375,-0.4760742,0.3730469,-0.6625977
9250,8.4375,-95.9375,-0.5,-2.277832,-0.3974609,4.746582,-0.4760742,0.3730469,-0.6625977
9252,45.0625,-178.25,-1.0625,-0.9594727,-0.6123047,-0.1049805,-0.4819336,0.3710938,-0.6640625
9253,7.125,-137.4375,32,1.123047,-0.6123047,-1.493652,-0.4819336,0.3710938,-0.6640625
9255,-50.3125,-3.625,39.125,2.737793,0.3662109,-2.507813,-0.4819336,0.3710938,-0.6640625
9256,16.25,133.1875,15.375,1.829102,0.5068359,-0.9516602,-0.4853516,0.3696289,-0.6611328
9258,3.3125,120.1875,9.3125,-0.2143555,1.013672,-0.06201172,-0.4853516,0.3696289,-0.6611328
9259,-37.6875,69.0625,0.625,-0.8305664,0.7329102,2.285645,-0.4853516,0.3696289,-0.6611328
9261,-8.75,5.75,-15,-0.7211914,-0.06591797,2.660156,-0.4853516,0.3696289,-0.6611328
9262,0.25,-7.8125,-11.3125,-0.1831055,-0.2768555,1.907227,-0.4746094,0.3696289,-0.6708984
9264,-9.5,6.9375,-1.125,0.2612305,-0.3388672,0.6201172,-0.4746094,0.3696289,-0.6708984
9265,-5.1875,26.5,2.3125,0.3198242,-0.2416992,0.4990234,-0.4746094,0.3696289,-0.6708984
9267,1.75,31.25,3,0.112793,-0.128418,0.7250977,-0.4711914,0.3671875,-0.6723633
9268,5.0625,33.4375,2,-0.01123047,0.05810547,1.134766,-0.4711914,0.3671875,-0.6723633
9270,1.9375,32.0625,1.1875,-0.1088867,0.06201172,1.228516,-0.4711914,0.3671875,-0.6723633
9271,1,22.375,0,-0.1557617,0.09716797,1.177734,-0.4643555,0.3710938,-0.6708984
9273,2.625,20.4375,-1.6875,-0.08935547,0.08935547,0.9829102,-0.4643555,0.3710938,-0.6708984
9274,3.1875,15.1875,-3.5625,-0.128418,-0.05029297,1.076172,-0.4643555,0.3710938,-0.6708984
9276,4.125,8,-2.1875,-0.1518555,-0.06982422,1.025391,-0.4643555,0.3710938,-0.6708984
9277,4.5625,9.5625,0,-0.09326172,-0.1557617,0.9985352,-0.4643555,0.3710938,-0.6708984
9279,6.4375,9.5625,1.8125,-0.1362305,-0.1635742,1.037109,-0.4643555,0.3710938,-0.6708984
9280,6.6875,5.75,3.6875,-0.1323242,-0.04248047,1.048828,-0.4643555,0.3710938,-0.6708984
9282,5.0625,5.9375,4,-0.1049805,-0.003417969,1.029297,-0.4667969,0.3686523,-0.6806641
9283,6.375,3.9375,4.1875,-0.1166992,-0.003417969,1.017578,-0.4667969,0.3686523,-0.6806641
9285,5.25,3.25,4.5625,-0.08935547,0,0.9750977,-0.4667969,0.3686523,-0.6806641
9286,4.375,1.5,4.75,-0.06982422,-0.003417969,0.9985352,-0.4541016,0.3662109,-0.6806641
9288,5.4375,0.25,4.625,-0.08544922,-0.007324219,1.029297,-0.4541016,0.3662109,-0.6806641
9289,3.375,-0.9375,5.25,-0.05029297,0.03466797,1.033203,-0.4541016,0.3662109,-0.6806641
9291,3.1875,-0.75,5.4375,0.01904297,0.05029297,0.9516602,-0.4541016,0.3662109,-0.6806641
9292,2.75,-1.3125,4.9375,-0.01123047,0.01513672,0.9672852,-0.4541016,0.3662109,-0.6806641
9294,2.125,-2.4375,4,0.05419922,0.05419922,0.9438477,-0.4541016,0.3662109,-0.6806641
9295,0.875,-2.5625,3.5,0.04248047,0.05810547,0.9125977,-0.4541016,0.3662109,-0.6806641
9297,0,-2.1875,3,0.1206055,0.07763672,0.8618164,-0.4677734,0.3671875,-0.6777344
9298,1.0625,-1.6875,2.0625,0.04248047,0.06982422,0.8969727,-0.4677734,0.3671875,-0.6777344
9300,-0.75,-2,1.1875,0.04638672,0.05029297,0.9399414,-0.4677734,0.3671875,-0.6777344
9301,2.375,-0.375,0.25,-0.03076172,0.01513672,0.9516602,-0.4575195,0.3652344,-0.6738281
9303,0.3125,-1.75,0,-0.06982422,0.007324219,1.068359,-0.4575195,0.3652344,-0.6738281
9304,0.6875,-1.375,0.4375,-0.1010742,0.01513672,1.021484,-0.4575195,0.3652344,-0.6738281
9306,1.5625,0.1875,-0.4375,-0.1166992,0.007324219,0.9946289,-0.4594727,0.3671875,-0.6850586
9307,1.4375,0,0.125,-0.175293,0.03076172,1.041016,-0.4594727,0.3671875,-0.6850586
9309,2.375,-1.75,-0.25,-0.175293,0.03466797,1.013672,-0.4594727,0.3671875,-0.6850586
9310,0.125,-0.3125,0.5,-0.112793,0.02685547,0.9750977,-0.4594727,0.3671875,-0.6850586
9312,1,-0.5,0.3125,-0.128418,0.02294922,0.9594727,-0.4594727,0.3662109,-0.6767578
9313,3.0625,-0.3125,0.4375,-0.08154297,0.05810547,0.9516602,-0.4594727,0.3662109,-0.6767578
9315,0.0625,-0.5625,0.875,-0.02685547,0.01904297,0.9711914,-0.4594727,0.3662109,-0.6767578
9316,2.625,-1.5625,-0.0625,-0.03857422,-0.007324219,1.017578,-0.4560547,0.3671875,-0.6821289
9318,0.375,-1.6875,0.5,0.01123047,-0.007324219,0.9907227,-0.4560547,0.3671875,-0.6821289
9319,0.875,-0.3125,0.125,0.05810547,0.03857422,0.9243164,-0.4560547,0.3671875,-0.6821289
9321,3.8125,-2.0625,-0.4375,0.003417969,0.01123047,1.048828,-0.4541016,0.3637695,-0.6694336
9322,-1.375,-3.375,-0.3125,0.06201172,0.07373047,1.056641,-0.4541016,0.3637695,-0.6694336
9324,3.75,-1.25,-1.5625,0.05029297,0.04248047,1.005859,-0.4541016,0.3637695,-0.6694336
